"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"","135","html-keyboard-response","26","2.0.0","29384","pmqlfr9463w","raccoon","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Evolution</font></b>","z","","","","","","","",""
"","20","html-keyboard-response","27","2.0.0","29920","pmqlfr9463w","raccoon","<b><font size=6>Humans are descended from tree-dwelling creatures.</font></b>","m","Evolution","Phylogeny","T","T","T","false","",""
"","124","html-keyboard-response","28","2.0.0","30560","pmqlfr9463w","raccoon","<b><font size=6>Evolution requires within-species variation.</font></b>","z","Evolution","Variation","F","T","T","true","",""
"","191","html-keyboard-response","29","2.0.0","31256","pmqlfr9463w","raccoon","<b><font size=6>Evolution requires climate stability.</font></b>","m","Evolution","Variation","F","F","F","true","",""
"","97","html-keyboard-response","30","2.0.0","31856","pmqlfr9463w","raccoon","<b><font size=6>Humans are descended from plants.</font></b>","m","Evolution","Phylogeny","F","F","F","true","",""
"","117","html-keyboard-response","31","2.0.0","32488","pmqlfr9463w","raccoon","<b><font size=6>Evolution requires differential survival.</font></b>","z","Evolution","Variation","T","T","T","true","",""
"","16","html-keyboard-response","32","2.0.0","33008","pmqlfr9463w","raccoon","<b><font size=6>Most organisms are adapted to their environment.</font></b>","m","Evolution","Selection","T","T","T","false","",""
"","32","html-keyboard-response","33","2.0.0","33544","pmqlfr9463w","raccoon","<b><font size=6>Humans are more closely related to apes than monkeys.</font></b>","m","Evolution","Common ancestry","T","T","T","false","",""
"","134","html-keyboard-response","34","2.0.0","34184","pmqlfr9463w","raccoon","<b><font size=6>Computer viruses evolve.</font></b>","z","Evolution","Adaptation","F","T","T","true","",""
"","47","html-keyboard-response","35","2.0.0","34744","pmqlfr9463w","raccoon","<b><font size=6>Inanimate objects evolve.</font></b>","m","Evolution","Adaptation","F","F","F","true","",""
"","201","html-keyboard-response","36","2.0.0","35448","pmqlfr9463w","raccoon","<b><font size=6>Biological species evolve.</font></b>","m","Evolution","Adaptation","T","T","T","false","",""
"","184","html-keyboard-response","37","2.0.0","36136","pmqlfr9463w","raccoon","<b><font size=6>Most organisms live in temperate climates.</font></b>","z","Evolution","Selection","F","F","F","false","",""
"","33","html-keyboard-response","38","2.0.0","36672","pmqlfr9463w","raccoon","<b><font size=6>Most organisms have plenty to eat.</font></b>","m","Evolution","Selection","T","F","F","true","",""
"","82","html-keyboard-response","39","2.0.0","37256","pmqlfr9463w","raccoon","<b><font size=6>Whales are more closely related to plants than fish.</font></b>","z","Evolution","Common ancestry","F","F","F","false","",""
"","46","html-keyboard-response","40","2.0.0","37808","pmqlfr9463w","raccoon","<b><font size=6>Evolution requires long periods of time.</font></b>","z","Evolution","Variation","T","F","F","false","",""
"","180","html-keyboard-response","41","2.0.0","38496","pmqlfr9463w","raccoon","<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>","m","Evolution","Common ancestry","T","F","F","true","",""
"","144","html-keyboard-response","42","2.0.0","39144","pmqlfr9463w","raccoon","<b><font size=6>Most organisms die before leaving offspring.</font></b>","z","Evolution","Selection","F","T","T","true","",""
"","105","html-keyboard-response","43","2.0.0","39752","pmqlfr9463w","raccoon","<b><font size=6>Whales are more closely related to humans than fish.</font></b>","z","Evolution","Common ancestry","F","T","T","true","",""
"","23","html-keyboard-response","44","2.0.0","40288","pmqlfr9463w","raccoon","<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>","z","Evolution","Phylogeny","F","T","T","true","",""
"","7","html-keyboard-response","45","2.0.0","40808","pmqlfr9463w","raccoon","<b><font size=6>Humans are descended from chimpanzees.</font></b>","z","Evolution","Phylogeny","T","F","F","false","",""
"","21","html-keyboard-response","46","2.0.0","41344","pmqlfr9463w","raccoon","<b><font size=6>Individual organisms evolve.</font></b>","z","Evolution","Adaptation","T","F","F","false","",""
"","34","html-keyboard-response","47","2.0.0","41880","pmqlfr9463w","raccoon","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>","z","","","","","","","",""
"","34","html-keyboard-response","48","2.0.0","42416","pmqlfr9463w","raccoon","<b><font size=6>Air is composed of matter.</font></b>","z","Matter","Mass","F","T","T","true","",""
"","52","html-keyboard-response","49","2.0.0","42984","pmqlfr9463w","raccoon","<b><font size=6>A grain of sand can be cut in half.</font></b>","m","Matter","Divisibility","F","T","T","false","",""
"","132","html-keyboard-response","50","2.0.0","43632","pmqlfr9463w","raccoon","<b><font size=6>Atoms are the constituents of matter.</font></b>","m","Matter","Atom","T","T","T","false","",""
"","157","html-keyboard-response","51","2.0.0","44304","pmqlfr9463w","raccoon","<b><font size=6>A liter of water weighs more than a liter of air.</font></b>","m","Matter","Weight","T","T","T","false","",""
"","154","html-keyboard-response","52","2.0.0","44968","pmqlfr9463w","raccoon","<b><font size=6>Rocks are composed of matter.</font></b>","z","Matter","Mass","T","T","T","true","",""
"","41","html-keyboard-response","53","2.0.0","45520","pmqlfr9463w","raccoon","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","7","html-keyboard-response","54","2.0.0","46040","pmqlfr9463w","raccoon","<b><font size=6>An idea can be cut in half.</font></b>","m","Matter","Divisibility","F","F","F","true","",""
"","57","html-keyboard-response","55","2.0.0","46608","pmqlfr9463w","raccoon","<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>","z","Matter","Weight","F","T","T","true","",""
"","128","html-keyboard-response","56","2.0.0","47248","pmqlfr9463w","raccoon","<b><font size=6>Ice is denser than water.</font></b>","z","Matter","Density","T","F","F","false","",""
"","7","html-keyboard-response","57","2.0.0","47760","pmqlfr9463w","raccoon","<b><font size=6>A shadow can be cut in half.</font></b>","z","Matter","Divisibility","T","F","F","false","",""
"","31","html-keyboard-response","58","2.0.0","48304","pmqlfr9463w","raccoon","<b><font size=6>Atoms are mostly empty space.</font></b>","z","Matter","Atom","F","T","T","true","",""
"","97","html-keyboard-response","59","2.0.0","48904","pmqlfr9463w","raccoon","<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>","m","Matter","Weight","T","F","F","true","",""
"","160","html-keyboard-response","60","2.0.0","49568","pmqlfr9463w","raccoon","<b><font size=6>Atoms are weightless.</font></b>","m","Matter","Atom","T","F","F","true","",""
"","109","html-keyboard-response","61","2.0.0","50184","pmqlfr9463w","raccoon","<b><font size=6>A cold penny is denser than a hot penny.</font></b>","z","Matter","Density","F","T","T","true","",""
"","27","html-keyboard-response","62","2.0.0","50720","pmqlfr9463w","raccoon","<b><font size=6>Steel is denser than foam.</font></b>","m","Matter","Density","T","T","T","false","",""
"","151","html-keyboard-response","63","2.0.0","51384","pmqlfr9463w","raccoon","<b><font size=6>Numbers are composed of matter.</font></b>","m","Matter","Mass","F","F","F","true","",""
"","144","html-keyboard-response","64","2.0.0","52040","pmqlfr9463w","raccoon","<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>","z","Matter","Weight","F","F","F","false","",""
"","104","html-keyboard-response","65","2.0.0","52648","pmqlfr9463w","raccoon","<b><font size=6>Foam is denser than brick.</font></b>","m","Matter","Density","F","F","F","true","",""
"","13","html-keyboard-response","66","2.0.0","53168","pmqlfr9463w","raccoon","<b><font size=6>Atoms are visible to the naked eye.</font></b>","z","Matter","Atom","F","F","F","false","",""
"","209","html-keyboard-response","67","2.0.0","53888","pmqlfr9463w","raccoon","<b><font size=6>A log can be cut in half.</font></b>","m","Matter","Divisibility","T","T","T","false","",""
"","98","html-keyboard-response","68","2.0.0","54488","pmqlfr9463w","raccoon","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Fractions</font></b>","z","","","","","","","",""
"","107","html-keyboard-response","69","2.0.0","55096","pmqlfr9463w","raccoon","<b><font size=6>There are numbers between 1 and 3.</font></b>","z","Fractions","Infinite density","T","T","T","true","",""
"","80","html-keyboard-response","70","2.0.0","55688","pmqlfr9463w","raccoon","<b><font size=6>There are numbers between 10 and 10.</font></b>","z","Fractions","Infinite density","F","F","F","false","",""
"","164","html-keyboard-response","71","2.0.0","56360","pmqlfr9463w","raccoon","<b><font size=6>8 divided by 1/2 is 4.</font></b>","m","Fractions","Division","T","F","F","true","",""
"","107","html-keyboard-response","72","2.0.0","56968","pmqlfr9463w","raccoon","<b><font size=6>4 divided by 2/1 is 2.</font></b>","z","Fractions","Division","T","T","T","true","",""
"","91","html-keyboard-response","73","2.0.0","57568","pmqlfr9463w","raccoon","<b><font size=6>2/3 plus 2/4 is 2/7.</font></b>","z","Fractions","Addition","T","F","F","false","",""
"","64","html-keyboard-response","74","2.0.0","58144","pmqlfr9463w","raccoon","<b><font size=6>All decimals are expressible as fractions.</font></b>","m","Fractions","Conversion","T","T","T","false","",""
"","31","html-keyboard-response","75","2.0.0","58680","pmqlfr9463w","raccoon","<b><font size=6>1/13 is greater than 1/30.</font></b>","z","Fractions","Ordering","F","T","T","true","",""
"","2067","html-keyboard-response","76","2.0.0","61256","pmqlfr9463w","raccoon","<b><font size=6>1/17 is greater than 1/9.</font></b>","m","Fractions","Ordering","T","F","F","true","",""
"","1407","html-keyboard-response","77","2.0.0","63176","pmqlfr9463w","raccoon","<b><font size=6>There are numbers between 1/3 and 1/2.</font></b>","m","Fractions","Infinite density","F","T","T","false","",""
"","184","html-keyboard-response","78","2.0.0","63864","pmqlfr9463w","raccoon","<b><font size=6>There are numbers between 1/10 and 10/100.</font></b>","z","Fractions","Infinite density","T","F","F","false","",""
"","49","html-keyboard-response","79","2.0.0","64424","pmqlfr9463w","raccoon","<b><font size=6>4 divided by 1/2 is 8.</font></b>","m","Fractions","Division","F","T","T","false","",""
"","64","html-keyboard-response","80","2.0.0","64992","pmqlfr9463w","raccoon","<b><font size=6>All fractions are expressible as integers.</font></b>","z","Fractions","Conversion","F","F","F","false","",""
"","110","html-keyboard-response","81","2.0.0","65608","pmqlfr9463w","raccoon","<b><font size=6>All integers are expressible as fractions.</font></b>","m","Fractions","Conversion","F","T","T","false","",""
"","60","html-keyboard-response","82","2.0.0","66176","pmqlfr9463w","raccoon","<b><font size=6>1/3 plus 1/3 is 1/3.</font></b>","z","Fractions","Addition","F","F","F","false","",""
"","51","html-keyboard-response","83","2.0.0","66736","pmqlfr9463w","raccoon","<b><font size=6>12/13 is greater than 1/13.</font></b>","m","Fractions","Ordering","T","T","T","false","",""
"","65","html-keyboard-response","84","2.0.0","67304","pmqlfr9463w","raccoon","<b><font size=6>1/3 plus 1/3 is 2/3.</font></b>","z","Fractions","Addition","T","T","T","true","",""
"","65","html-keyboard-response","85","2.0.0","67872","pmqlfr9463w","raccoon","<b><font size=6>8 divided by 2/1 is 3.</font></b>","z","Fractions","Division","F","F","F","false","",""
"","56","html-keyboard-response","86","2.0.0","68432","pmqlfr9463w","raccoon","<b><font size=6>1/17 is greater than 16/17.</font></b>","z","Fractions","Ordering","F","F","F","false","",""
"","160","html-keyboard-response","87","2.0.0","69104","pmqlfr9463w","raccoon","<b><font size=6>All fractions are expressible as decimals.</font></b>","m","Fractions","Conversion","T","F","F","true","",""
"","71","html-keyboard-response","88","2.0.0","69680","pmqlfr9463w","raccoon","<b><font size=6>1/10 plus 1/10 is 1/5.</font></b>","z","Fractions","Addition","F","T","T","true","",""
"","108","html-keyboard-response","89","2.0.0","70288","pmqlfr9463w","raccoon","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Thermodynamics</font></b>","z","","","","","","","",""
"","117","html-keyboard-response","90","2.0.0","70912","pmqlfr9463w","raccoon","<b><font size=6>Boiling water has a lower temperature than steam.</font></b>","z","Thermodynamics","Temperature","F","T","T","true","",""
"","49","html-keyboard-response","91","2.0.0","71464","pmqlfr9463w","raccoon","<b><font size=6>Rain produces heat.</font></b>","m","Thermodynamics","Heat source","F","F","F","true","",""
"","97","html-keyboard-response","92","2.0.0","72064","pmqlfr9463w","raccoon","<b><font size=6>Heat increases an object's color.</font></b>","z","Thermodynamics","Thermal expansion","F","F","F","false","",""
"","184","html-keyboard-response","93","2.0.0","72752","pmqlfr9463w","raccoon","<b><font size=6>Ice has a lower temperature than water.</font></b>","m","Thermodynamics","Temperature","T","T","T","false","",""
"","72","html-keyboard-response","94","2.0.0","73328","pmqlfr9463w","raccoon","<b><font size=6>Ovens produce heat.</font></b>","z","Thermodynamics","Heat source","T","T","T","true","",""
"","65","html-keyboard-response","95","2.0.0","73904","pmqlfr9463w","raccoon","<b><font size=6>Water transfers heat to steam.</font></b>","z","Thermodynamics","Heat transfer","T","F","F","false","",""
"","145","html-keyboard-response","96","2.0.0","74552","pmqlfr9463w","raccoon","<b><font size=6>Two cups of ice have a lower temperature than one.</font></b>","z","Thermodynamics","Temperature","T","F","F","false","",""
"","51","html-keyboard-response","97","2.0.0","75104","pmqlfr9463w","raccoon","<b><font size=6>Water transfers heat to ice.</font></b>","m","Thermodynamics","Heat transfer","T","T","T","false","",""
"","93","html-keyboard-response","98","2.0.0","75704","pmqlfr9463w","raccoon","<b><font size=6>Pressure produces heat.</font></b>","z","Thermodynamics","Heat source","F","T","T","true","",""
"","151","html-keyboard-response","99","2.0.0","76360","pmqlfr9463w","raccoon","<b><font size=6>Heat increases an object's weight.</font></b>","z","Thermodynamics","Thermal expansion","T","F","F","false","",""
"","110","html-keyboard-response","100","2.0.0","76984","pmqlfr9463w","raccoon","<b><font size=6>Coats produce heat.</font></b>","z","Thermodynamics","Heat source","T","F","F","false","",""
"","82","html-keyboard-response","101","2.0.0","77576","pmqlfr9463w","raccoon","<b><font size=6>Atoms have heat.</font></b>","z","Thermodynamics","Heat","T","F","F","false","",""
"","66","html-keyboard-response","102","2.0.0","78144","pmqlfr9463w","raccoon","<b><font size=6>Heat increases an object's temperature.</font></b>","m","Thermodynamics","Thermal expansion","T","T","T","false","",""
"","129","html-keyboard-response","103","2.0.0","78776","pmqlfr9463w","raccoon","<b><font size=6>Cold objects transfer heat to even colder objects.</font></b>","m","Thermodynamics","Heat transfer","F","T","T","false","",""
"","165","html-keyboard-response","104","2.0.0","79448","pmqlfr9463w","raccoon","<b><font size=6>Gravity has heat.</font></b>","z","Thermodynamics","Heat","F","F","F","false","",""
"","116","html-keyboard-response","105","2.0.0","80064","pmqlfr9463w","raccoon","<b><font size=6>Ice has heat.</font></b>","z","Thermodynamics","Heat","F","T","T","true","",""
"","7","html-keyboard-response","106","2.0.0","80576","pmqlfr9463w","raccoon","<b><font size=6>Steam has a lower temperature than ice.</font></b>","m","Thermodynamics","Temperature","F","F","F","true","",""
"","160","html-keyboard-response","107","2.0.0","81248","pmqlfr9463w","raccoon","<b><font size=6>Cold objects transfer heat to warm objects.</font></b>","z","Thermodynamics","Heat transfer","F","F","F","false","",""
"","87","html-keyboard-response","108","2.0.0","81840","pmqlfr9463w","raccoon","<b><font size=6>The sun has heat.</font></b>","z","Thermodynamics","Heat","T","T","T","true","",""
"","76","html-keyboard-response","109","2.0.0","82432","pmqlfr9463w","raccoon","<b><font size=6>Heat increases an object's size.</font></b>","z","Thermodynamics","Thermal expansion","F","T","T","true","",""
"","14188","survey-text","110","2.0.0","97129","pmqlfr9463w","raccoon","","{""reflection1"":""if you would begin to doubt yourself""}","","","","","","","if you would begin to doubt yourself",""
"","2119","survey-text","111","2.0.0","99248","pmqlfr9463w","raccoon","","{""reflection2"":""no""}","","","","","","","","no"
